,county,state,county_population,covid_hospital_admissions_per_100k,covid_cases_per_100k,lon,lat
32974,Dubuque County,Iowa,97311.0,9.9,126.4,-90.8742047,42.4692988
32975,Dodge County,Wisconsin,87839.0,7.4,88.8,-88.7177834,43.413614
32976,Green Lake County,Wisconsin,18913.0,7.4,169.2,-89.0402508,43.7971612
32977,Winnebago County,Wisconsin,171907.0,7.4,201.27,-88.6516527,44.0697014
32978,Fond du Lac County,Wisconsin,103403.0,7.4,153.77,-88.4493796,43.7533414
32979,Waushara County,Wisconsin,24443.0,7.4,143.19,-89.2347222,44.1103406
32980,Blackford County,Indiana,11758.0,3.3,17.01,-85.3305529,40.4692826
32981,Delaware County,Indiana,114135.0,3.3,84.99,-85.39620799752367,40.22418115
32982,Randolph County,Indiana,24665.0,3.3,8.11,-85.011566,40.1560108
32983,Cass County,Michigan,51787.0,1.1,59.86,-85.9970051,41.9090169
32984,Berrien County,Michigan,153401.0,1.1,99.09,-86.3985714,41.9838614
32985,Van Buren County,Michigan,75677.0,1.1,111.0,-86.013973,42.2710763
32986,St. Joseph County,Michigan,60964.0,3.4,34.45,-85.5356726,41.9031963
32987,Kalamazoo County,Michigan,265066.0,3.4,144.12,-85.5372797,42.2494968
32988,Hancock County,Indiana,78168.0,7.1,78.04,-85.7874738,39.8127873
32989,Henry County,Indiana,47972.0,7.1,35.44,-85.4043542,39.9297608
32990,Clinton County,Ohio,41968.0,2.3,33.36,-83.8445792,39.4259873
32991,Highland County,Ohio,43161.0,2.3,53.29,-83.6304344,39.1802516
32992,Shelby County,Ohio,48590.0,0.6,24.7,-84.1593008,40.3491604
32993,Miami County,Ohio,106987.0,0.6,47.67,-84.2236524,40.0580258
32994,Guernsey County,Ohio,38875.0,2.2,43.73,-81.4859433,40.0802222
32995,Muskingum County,Ohio,86215.0,2.2,35.96,-81.9984697,40.0064162
32996,Noble County,Ohio,14424.0,2.2,0.0,-81.4957347,39.7517148
32997,Perry County,Ohio,36134.0,2.2,22.14,-82.2044367,39.6370289
32998,Coshocton County,Ohio,36600.0,2.2,27.32,-81.9271441,40.2905684
32999,Morgan County,Ohio,14508.0,2.2,34.46,-81.877978,39.5943953
33000,Shawano County,Wisconsin,40899.0,1.5,210.27,-88.7118868,44.7817214
33001,Langlade County,Wisconsin,19189.0,1.5,109.44,-89.067113,45.2728122
33002,Menominee County,Wisconsin,4556.0,1.5,856.01,-88.7089153,45.0154357
33003,Wayne County,Indiana,65884.0,2.1,16.7,-85.0198586,39.8638778
33004,Union County,Indiana,7054.0,2.1,28.35,-84.9292376,39.6196086
33005,Fayette County,Indiana,23102.0,2.1,4.33,-85.179378,39.619235
33006,Portage County,Wisconsin,70772.0,1.4,162.49,-89.5108818,44.4604931
33007,Miller County,Arkansas,43257.0,0.0,11.56,-93.8658707666582,33.318142
33008,Hempstead County,Arkansas,21532.0,0.0,32.51,-93.6929825,33.6949319
33009,Lafayette County,Arkansas,6624.0,0.0,15.1,-93.5972459,33.1821484
33010,Nevada County,Arkansas,8252.0,0.0,0.0,-93.3055491,33.6413476
33011,Bowie County,Texas,93245.0,0.0,28.96,-94.4479626,33.4198886
33012,Howard County,Arkansas,13202.0,0.0,0.0,-93.9745776,34.0744088
33013,Little River County,Arkansas,12259.0,0.0,16.31,-94.2065398,33.6968793
33014,Sevier County,Arkansas,17007.0,0.0,29.4,-94.243888,33.9867858
33015,McCurtain County,Oklahoma,32832.0,0.0,12.18,-94.7802324,34.1450295
33016,Forrest County,Mississippi,74897.0,1.6,21.36,-89.2398601,31.1540772
33017,Greene County,Mississippi,13586.0,1.6,7.36,-88.6429687,31.2049136
33018,Lamar County,Mississippi,63343.0,1.6,23.68,-89.5152337,31.2109862
33019,Covington County,Mississippi,18636.0,1.6,26.83,-89.5278045,31.6143213
33020,Perry County,Mississippi,11973.0,1.6,8.35,-88.9830577,31.153317
33021,Holmes County,Mississippi,17010.0,1.8,5.88,-90.0656168,33.1018124
33022,Madison County,Mississippi,106272.0,1.8,31.99,-90.0040817,32.6308318
33023,Leake County,Mississippi,22786.0,1.8,26.33,-89.5241292,32.7401114
33024,Scott County,Mississippi,28124.0,1.8,21.33,-89.5092509,32.3805744
33025,Simpson County,Mississippi,26658.0,1.8,18.76,-89.9323619,31.8919593
33026,Hinds County,Mississippi,231840.0,1.8,40.55,-90.4793259,32.2506391
33027,Attala County,Mississippi,18174.0,1.8,49.52,-89.5680661,33.0777868
33028,Rankin County,Mississippi,155271.0,1.8,22.54,-89.9484651,32.2338702
33029,Coahoma County,Mississippi,22124.0,0.0,31.64,-90.5653906,34.1931314
33030,Tallahatchie County,Mississippi,13809.0,0.0,28.97,-90.1577411,33.9414425
33031,Quitman County,Mississippi,6792.0,0.0,14.72,-90.2946542,34.1920186
33032,Refugio County,Texas,6948.0,3.3,100.75,-97.2394101,28.3171012
33033,Jackson County,Texas,14760.0,3.3,0.0,-96.55561,28.9224028
33034,DeWitt County,Texas,20160.0,3.3,14.88,-97.3158457,29.0931328
33035,Lavaca County,Texas,20154.0,3.3,34.73,-96.9334531,29.3703333
33036,Calhoun County,Texas,21290.0,3.3,42.27,-96.6736551,28.5031572
33037,Goliad County,Texas,7658.0,3.3,52.23,-97.4379552,28.6467776
33038,Victoria County,Texas,92084.0,3.3,54.3,-96.9766308,28.8026443
33039,Bienville Parish,Louisiana,13241.0,0.0,52.87,-93.0761115,32.3231432
33040,Lincoln Parish,Louisiana,46742.0,0.0,27.81,-92.6792848,32.598162
33041,Jackson Parish,Louisiana,15744.0,0.0,38.11,-92.5628442,32.2932692
33042,Union Parish,Louisiana,22108.0,0.0,22.62,-92.3910295,32.8385899
33043,Beckham County,Oklahoma,21859.0,0.0,0.0,-99.6946079,35.2496723
33044,Roger Mills County,Oklahoma,3583.0,0.0,139.55,-99.6898104,35.6596782
33045,Crane County,Texas,4797.0,0.0,125.08,-102.5163544,31.4486118
33046,Reeves County,Texas,15976.0,0.0,25.04,-103.6583657,31.232003
33047,Ward County,Texas,11998.0,0.0,8.33,-103.0781186,31.5007583
33048,Winkler County,Texas,8010.0,0.0,0.0,-103.0762299,31.8005913
33049,Ector County,Texas,166223.0,0.0,14.44,-102.5794339,31.8941755
33050,Latimer County,Oklahoma,10073.0,0.0,0.0,-95.2482652,34.8759191
33051,Pittsburg County,Oklahoma,43654.0,0.0,6.87,-95.7625858,34.9327085
33052,Pushmataha County,Oklahoma,11096.0,0.0,36.05,-95.4033122,34.4098497
33053,Noble County,Oklahoma,11131.0,0.0,62.89,-97.2681939,36.4129621
33054,Pawnee County,Oklahoma,16376.0,0.0,42.75,-96.7200995,36.3151645
33055,Payne County,Oklahoma,81784.0,0.0,55.02,-96.9456522,36.0721527
33056,Jack County,Texas,8935.0,0.0,33.58,-98.1639199,33.2127019
33057,Palo Pinto County,Texas,29189.0,0.0,23.98,-98.2814881,32.7215726
33058,Jackson County,Oklahoma,24530.0,0.0,24.46,-99.4370196,34.5976018
33059,Greer County,Oklahoma,5712.0,0.0,0.0,-99.5435856,34.9326334
33060,Harmon County,Oklahoma,2653.0,0.0,37.69,-99.8358205,34.7486602
33061,Calhoun County,Arkansas,5189.0,1.5,77.09,-92.5143633,33.5556787
33062,Columbia County,Arkansas,23457.0,1.5,8.53,-93.2344337,33.1938586
33063,Union County,Arkansas,38682.0,1.5,15.51,-92.6171029,33.1637366
33064,Martin County,Texas,5771.0,0.0,51.98,-101.9190317,32.2675039
33065,Midland County,Texas,176832.0,0.0,22.62,-102.0103767,31.83688
33066,Terrell County,Texas,776.0,0.0,0.0,-102.0974881,30.1990738
33067,Pecos County,Texas,15823.0,0.0,0.0,-102.8065415,30.7857437
33068,Upton County,Texas,3657.0,0.0,0.0,-102.0386055,31.3720387
33069,Comanche County,Oklahoma,120749.0,0.0,22.36,-98.4485103,34.6557505
33070,Cotton County,Oklahoma,5666.0,0.0,17.65,-98.3750699,34.2907874
33071,Tillman County,Oklahoma,7250.0,0.0,13.79,-98.9354765,34.3835721
33072,Kiowa County,Oklahoma,8708.0,0.0,34.45,-99.019906,34.9425062
33073,Crittenden County,Arkansas,47955.0,2.0,20.85,-90.3192299,35.2505701
33074,Cross County,Arkansas,16419.0,2.0,12.18,-90.7750181,35.3001216
33075,Lee County,Arkansas,8857.0,2.0,11.29,-90.7759619,34.7836833
33076,St. Francis County,Arkansas,24994.0,2.0,32.01,-90.7263194,35.0153956
33077,St. Tammany Parish,Louisiana,260419.0,3.0,72.19,-89.9730381,30.4243909
33078,Washington Parish,Louisiana,46194.0,3.0,38.97,-90.0721467,30.8337523
33079,Pearl River County,Mississippi,55535.0,3.0,25.21,-89.5984726,30.7761604
33080,Cottle County,Texas,1398.0,0.0,143.06,-100.283259,34.0573118
33081,Childress County,Texas,7306.0,0.0,0.0,-100.2067662719434,34.519656850000004
33082,Hall County,Texas,2964.0,0.0,0.0,-100.6536777,34.5036637
33083,Yoakum County,Texas,8713.0,0.0,0.0,-102.833579,33.1536951
33084,Terry County,Texas,12337.0,0.0,24.32,-102.3328121,33.1514254
33085,Wilkinson County,Mississippi,8630.0,11.6,23.17,-91.3329359,31.1371924
33086,Yazoo County,Mississippi,29690.0,0.0,13.47,-90.4120889,32.770896
33087,Polk County,Arkansas,19964.0,0.0,5.01,-94.2397116,34.4995799
33088,Becker County,Minnesota,34423.0,6.3,84.25,-95.6761851,46.9298236
33089,Mahnomen County,Minnesota,5527.0,6.3,90.46,-95.8142911,47.3313602
33090,Steele County,North Dakota,1890.0,6.3,158.73,-97.7450372,47.4413054
33091,Traill County,North Dakota,8036.0,6.3,62.22,-97.1797001,47.4438504
33092,Clay County,Minnesota,64222.0,6.3,169.72,-96.5088202,46.8994904
33093,Cass County,North Dakota,181923.0,6.3,108.84,-97.220631,46.9241972
33094,Griggs County,North Dakota,2231.0,6.3,0.0,-98.2616158,47.4473179
33095,Ransom County,North Dakota,5218.0,6.3,95.82,-97.6903091,46.4519081
33096,Norman County,Minnesota,6375.0,6.3,407.84,-96.4625779,47.3194344
33097,Wilkin County,Minnesota,6207.0,6.3,48.33,-96.4586194,46.3258354
33098,Barnes County,North Dakota,10415.0,6.3,115.22,-98.0678849,46.9310489
33099,Richland County,North Dakota,16177.0,6.3,37.09,-96.9470748,46.2247251
33100,Sargent County,North Dakota,3898.0,6.3,51.31,-97.6291809,46.1101793
33101,Laclede County,Missouri,35723.0,0.7,5.6,-92.6324187,37.6475206
33102,Lawrence County,Missouri,38355.0,0.7,18.25,-93.8535681,37.1036975
33103,Webster County,Missouri,39592.0,0.7,17.68,-92.8792111,37.2895151
33104,Dallas County,Missouri,16878.0,0.7,17.77,-93.0219376,37.6832712
33105,Greene County,Missouri,293086.0,0.7,28.32,-93.3465486,37.2671929
33106,Hickory County,Missouri,9544.0,0.7,62.87,-93.3334746,37.959055
33107,Polk County,Missouri,32149.0,0.7,21.77,-93.4087994,37.6200803
33108,Texas County,Missouri,25398.0,0.7,19.69,-91.9808332,37.3354601
33109,Christian County,Missouri,88595.0,0.7,23.7,-93.1692896,36.9586087
33110,Douglas County,Missouri,13185.0,0.7,22.75,-92.5246813,36.9433177
33111,Stone County,Missouri,31952.0,0.7,15.65,-93.4555059,36.7377156
33112,Wright County,Missouri,18289.0,0.7,0.0,-92.4765999,37.2731008
33113,Barry County,Missouri,35789.0,0.7,39.12,-93.8229669,36.7033624
33114,Dade County,Missouri,7561.0,0.7,39.68,-93.8406302,37.4323036
33115,Ozark County,Missouri,9174.0,0.7,141.7,-92.4575198,36.6467816
33116,Union County,Illinois,16653.0,1.3,30.02,-89.2504793,37.4616454
33117,Perry County,Missouri,19136.0,1.3,57.48,-89.8430248,37.7107349
33118,Ripley County,Missouri,13288.0,1.3,15.05,-90.8887906,36.6478735
33119,New Madrid County,Missouri,17076.0,1.3,17.57,-89.6780945,36.5749606
33120,Wayne County,Missouri,12873.0,1.3,15.54,-90.4809149,37.1129133
33121,Scott County,Missouri,38280.0,1.3,5.22,-89.5523071,37.0516647
33122,Bollinger County,Missouri,12133.0,1.3,90.66,-90.0296175,37.3310468
33123,Butler County,Missouri,42478.0,1.3,70.62,-90.4146358,36.7151346
33124,Cape Girardeau County,Missouri,78871.0,1.3,60.86,-89.6918025,37.3998985
33125,Carter County,Missouri,5982.0,1.3,100.3,-90.9598933,36.9303011
33126,Mississippi County,Missouri,13180.0,1.3,166.92,-89.3336141,36.837087
33127,Stoddard County,Missouri,29025.0,1.3,17.23,-89.9451636,36.8556646
33128,Alexander County,Illinois,5761.0,1.3,34.72,-89.3502834,37.1801529
33129,Pulaski County,Illinois,5335.0,1.3,37.49,-89.1183427,37.2314232
33130,Scotland County,Missouri,4902.0,0.0,20.4,-92.1527305,40.4479304
33131,Adair County,Missouri,25343.0,0.0,39.46,-92.6161167,40.1769782
33132,Sullivan County,Missouri,6089.0,0.0,16.42,-93.1140993,40.1993002
33133,Putnam County,Missouri,4696.0,0.0,85.18,-92.9709709,40.4890407
33134,Schuyler County,Missouri,4660.0,0.0,0.0,-92.5152037,40.4644896
33135,Knox County,Missouri,3959.0,0.0,50.52,-92.1573551,40.122723
33136,Buffalo County,Nebraska,49659.0,1.1,22.15,-99.0845451,40.8421618
33137,Kearney County,Nebraska,6495.0,1.1,46.19,-98.9472344,40.4906216
33138,Sherman County,Nebraska,3001.0,1.1,0.0,-98.99384,41.2206877
33139,Dawson County,Nebraska,23595.0,1.1,29.67,-99.8505693,40.8776438
33140,Gosper County,Nebraska,1990.0,1.1,100.5,-99.8185651,40.5145053
33141,Frontier County,Nebraska,2627.0,1.1,0.0,-100.4230266,40.5520473
33142,Franklin County,Nebraska,2979.0,1.1,33.57,-98.9687585,40.1715234
33143,Lawrence County,Arkansas,16406.0,1.2,30.48,-91.1655476,36.0078212
33144,Clay County,Arkansas,14551.0,1.2,61.85,-90.4087659,36.3609902
33145,Randolph County,Arkansas,17958.0,1.2,38.98,-91.0387017,36.3412315
33146,Greene County,Arkansas,45325.0,1.2,63.98,-90.5778883,36.091803
33147,Dunklin County,Missouri,29131.0,1.2,360.44,-90.0591292,36.2156534
33148,Craighead County,Arkansas,110332.0,1.2,30.82,-90.6441144,35.8348413
33149,Poinsett County,Arkansas,23528.0,1.2,25.5,-90.6717121,35.5730183
33150,Blue Earth County,Minnesota,67653.0,5.3,125.64,-94.0560643,44.0109722
33151,Nicollet County,Minnesota,34274.0,5.3,186.73,-94.2362169,44.3380412
33152,Watonwan County,Minnesota,10897.0,5.3,9.18,-94.6370354,43.9736055
33153,Waseca County,Minnesota,18612.0,5.3,16.12,-93.5885717,44.0172242
33154,Fulton County,Arkansas,12477.0,0.0,0.0,-91.8110982,36.3783981
33155,Independence County,Arkansas,37825.0,0.0,23.79,-91.55326,35.718344
33156,Izard County,Arkansas,13629.0,0.0,14.67,-91.8894787,36.0832532
33157,Stone County,Arkansas,12506.0,0.0,0.0,-92.1747633,35.8317159
33158,Howell County,Missouri,40117.0,0.0,112.17,-91.9151975,36.766989
33159,Oregon County,Missouri,10529.0,0.0,28.49,-91.4219804,36.6909747
33160,Shannon County,Missouri,8166.0,0.0,0.0,-91.4328245,37.1498052
33161,Sharp County,Arkansas,17442.0,0.0,17.2,-91.4930274,36.1344424
33162,Divide County,North Dakota,2264.0,1.8,44.17,-103.5180387,48.8189219
33163,McKenzie County,North Dakota,15024.0,1.8,19.97,-103.4734684,47.7702536
33164,Williams County,North Dakota,37589.0,1.8,10.64,-103.4958386,48.3629861
33165,Banner County,Nebraska,745.0,2.9,0.0,-103.7384513,41.5563598
33166,Box Butte County,Nebraska,10783.0,2.9,102.01,-103.0700157,42.2130279
33167,Goshen County,Wyoming,13211.0,2.9,22.71,-104.3541422,42.0657096
33168,Scotts Bluff County,Nebraska,35618.0,2.9,25.27,-103.7088303,41.8555787
33169,Niobrara County,Wyoming,2356.0,2.9,721.56,-104.4565524,43.0087581
33170,Garden County,Nebraska,1837.0,2.9,163.31,-102.3392806,41.6440533
33171,Grant County,Nebraska,623.0,2.9,0.0,-101.7354061,41.9231444
33172,Morrill County,Nebraska,4642.0,2.9,172.34,-103.0100258,41.683432
33173,Rush County,Kansas,3036.0,0.0,32.94,-99.309214,38.5047752
33174,Barton County,Kansas,25779.0,0.0,7.76,-98.776234,38.4683432
33175,Pawnee County,Kansas,6414.0,0.0,296.23,-99.240825,38.1858758
33176,Edwards County,Kansas,2798.0,0.0,0.0,-99.3245584,37.8684743
33177,Lawrence County,South Dakota,25844.0,2.5,38.69,-103.8248538,44.3501591
33178,Campbell County,Wyoming,46341.0,2.5,10.79,-105.5775352,44.1908398
33179,Crook County,Wyoming,7584.0,2.5,13.19,-104.5816096,44.5746536
33180,Roberts County,South Dakota,10394.0,0.0,38.48,-97.0000238,45.6000291
33181,Big Stone County,Minnesota,4991.0,0.0,140.25,-96.3557364,45.385266
33182,Traverse County,Minnesota,3259.0,0.0,30.68,-96.4215265,45.7836323
33183,Custer County,Nebraska,10777.0,9.9,18.56,-99.7272241,41.4022198
33184,Garfield County,Nebraska,1969.0,9.9,152.36,-99.0097985,41.895743
33185,Blaine County,Nebraska,465.0,9.9,0.0,-99.979237,41.9195837
33186,Wheeler County,Nebraska,783.0,9.9,0.0,-98.5309487,41.8998069
33187,Logan County,Nebraska,748.0,9.9,133.69,-100.5030548,41.5590057
33188,Loup County,Nebraska,664.0,9.9,0.0,-99.4608177,41.9075834
33189,Thomas County,Nebraska,722.0,9.9,138.5,-100.5558924,41.9116541
33190,Valley County,Nebraska,4158.0,9.9,120.25,-98.9805484,41.5595723
33191,Clearwater County,Minnesota,8818.0,1.8,45.36,-95.3747844,47.5643825
33192,Beltrami County,Minnesota,47188.0,1.8,82.65,-94.8799011,47.9978537
33193,Labette County,Kansas,19618.0,5.9,35.68,-95.3103729,37.1899712
33194,Allen County,Kansas,12369.0,5.9,56.59,-95.3170208,37.8882168
33195,Neosho County,Kansas,16007.0,5.9,43.73,-95.33166,37.5566345
33196,Woodson County,Kansas,3138.0,5.9,0.0,-95.7517113,37.8811369
33197,Golden Valley County,North Dakota,1761.0,5.2,0.0,-103.8668414,46.9317944
33198,Stark County,North Dakota,31489.0,5.2,12.7,-102.7338349,46.7870161
33199,Billings County,North Dakota,928.0,5.2,0.0,-103.3943708,47.0456305
33200,Dunn County,North Dakota,4424.0,5.2,0.0,-102.6112348,47.30612
33201,Mississippi County,Arkansas,40651.0,0.0,24.6,-90.0875933,35.7547987
33202,Pemiscot County,Missouri,15805.0,0.0,12.65,-89.8351486,36.2104949
33203,Charles Mix County,South Dakota,9292.0,1.9,75.33,-98.6162758,43.2257871
33204,Aurora County,South Dakota,2751.0,1.9,763.36,-98.5722461,43.6963371
33205,Buffalo County,South Dakota,1962.0,1.9,0.0,-99.1707339,44.0646363
33206,Lyman County,South Dakota,3781.0,1.9,0.0,-99.8581638,43.9176386
33207,Sanborn County,South Dakota,2344.0,1.9,0.0,-98.0834349,44.0089691
33208,Brule County,South Dakota,5297.0,1.9,0.0,-99.0538876,43.6848301
33209,Hanson County,South Dakota,3453.0,1.9,0.0,-97.7945361,43.6615541
33210,Davison County,South Dakota,19775.0,1.9,20.23,-98.1383168,43.6660467
33211,Douglas County,South Dakota,2921.0,1.9,0.0,-98.3406673,43.3969325
33212,Comanche County,Kansas,1700.0,0.0,0.0,-99.2958383,37.1960944
33213,Kiowa County,Kansas,2475.0,0.0,0.0,-99.296556,37.5529578
33214,Pratt County,Kansas,9164.0,0.0,21.82,-98.7485305,37.6280602
33215,Anderson County,Kansas,7858.0,2.1,25.45,-95.3067461,38.198077
33216,Miami County,Kansas,34237.0,2.1,46.73,-94.8557402,38.5620514
33217,Franklin County,Kansas,25544.0,2.1,97.87,-95.3184483,38.5720008
33218,Douglas County,Kansas,122259.0,2.1,327.99,-95.2874559,38.8838392
33219,Johnson County,Kansas,602401.0,2.1,99.6,-94.8389141,38.8837933
33220,Phelps County,Missouri,44573.0,0.0,56.09,-91.8168126,37.913292
33221,Pulaski County,Missouri,52607.0,0.0,41.82,-92.2248398,37.8402606
33222,Dent County,Missouri,15573.0,0.0,19.26,-91.5167381,37.6211924
33223,Reynolds County,Missouri,6270.0,0.0,15.95,-90.9659462,37.3762658
33224,Carroll County,Iowa,20165.0,2.5,34.71,-94.860335,42.0193628
33225,Calhoun County,Iowa,9668.0,2.5,41.37,-94.6332459,42.3808184
33226,Sac County,Iowa,9721.0,2.5,0.0,-95.0825306,42.3797854
33227,Smith County,Kansas,3583.0,0.0,0.0,-98.7935393,39.796749
33228,Norton County,Kansas,5361.0,0.0,0.0,-99.9100033,39.7944702
33229,Phillips County,Kansas,5234.0,0.0,0.0,-99.346586,39.7961542
33230,Rolette County,North Dakota,14176.0,4.9,91.7,-99.8380336,48.7419695
33231,Towner County,North Dakota,2189.0,4.9,45.68,-99.2322581,48.6481504
33232,Pierce County,North Dakota,3975.0,4.9,50.31,-100.0625504,48.1957108
33233,Wichita County,Kansas,2119.0,0.0,0.0,-101.3352939,38.4482137
33234,Greeley County,Kansas,1232.0,0.0,0.0,-101.8185007,38.4570355
33235,Benton County,Missouri,19443.0,1.0,56.58,-93.3036786,38.2930723
33236,Pettis County,Missouri,42339.0,1.0,51.96,-93.2991713,38.7346291
33237,Morgan County,Missouri,20627.0,1.0,29.09,-92.9183724,38.4177341
33238,Saline County,Missouri,22761.0,1.0,0.0,-93.2300648,39.1256186
33239,Monroe County,Missouri,8644.0,0.0,0.0,-91.9896892,39.494421
33240,Audrain County,Missouri,25388.0,0.0,31.51,-91.8467268,39.2226625
33241,Montgomery County,Missouri,11551.0,0.0,17.31,-91.4821326,38.9682313
33242,Barber County,Kansas,4427.0,0.0,22.59,-98.7033263,37.2113342
33243,Linn County,Missouri,11920.0,0.0,16.78,-93.1104004,39.8652349
33244,Wilson County,Kansas,8525.0,0.0,70.38,-95.7452639,37.5692118
33245,Taney County,Missouri,55928.0,1.8,39.34,-93.0665776,36.6563729
33246,Clackamas County,Oregon,418187.0,5.1,205.89,-122.2305038,45.1608821
33247,Clatsop County,Oregon,40224.0,5.1,136.73,-123.6687499,45.980728
33248,Columbia County,Oregon,52354.0,5.1,229.21,-123.082293,45.9280203
33249,Multnomah County,Oregon,812855.0,5.1,319.98,-122.4006413,45.5093799
33250,Cowlitz County,Washington,110593.0,5.1,61.49,-122.6931507,46.1998625
33251,Wahkiakum County,Washington,4488.0,5.1,133.69,-123.3452562,46.2794223
33252,Clark County,Washington,488241.0,5.1,134.97,-122.4940866,45.7669047
33253,Washington County,Oregon,601592.0,5.1,225.24,-123.0587907,45.5601883
33254,Sutter County,California,96971.0,3.0,47.44,-121.697088,38.9509675
33255,Colusa County,California,21547.0,3.0,13.92,-122.2209563,39.1465578
33256,Yuba County,California,78668.0,3.0,52.12,-121.3556818,39.2839755
33257,Butte County,California,219186.0,1.0,61.14,-121.5858444,39.6519275
33258,Glenn County,California,28393.0,1.0,162.01,-122.3778662,39.5912766
33259,Tehama County,California,65084.0,1.0,33.8,-122.2015529,40.1251334
33260,Lincoln County,Washington,10939.0,5.2,18.28,-118.3588615,47.5664588
33261,Stevens County,Washington,45723.0,5.2,67.8,-117.8489411,48.4249969
33262,Spokane County,Washington,522798.0,5.2,93.92,-117.4074674,47.5354964
33263,Pend Oreille County,Washington,13724.0,5.2,7.29,-117.2778631,48.5188671
33264,Adams County,Washington,19983.0,5.2,10.01,-118.5934644,46.9723633
33265,Ferry County,Washington,7627.0,5.2,118.0,-118.4834362,48.4736934
33266,Pima County,Arizona,1047279.0,4.4,48.7,-111.6546163,32.1112624
33267,Santa Cruz County,Arizona,46498.0,4.4,23.66,-110.8476281,31.5094579
33268,Cochise County,Arizona,125922.0,4.4,25.41,-109.8181858,31.8514532
33269,Graham County,Arizona,38837.0,4.4,36.05,-109.8685752,32.8397096
33270,Greenlee County,Arizona,9498.0,4.4,10.53,-109.2751297,33.2312681
33271,Utah County,Utah,636235.0,1.5,39.45,-111.69107185434031,40.177058
33272,Wayne County,Utah,2711.0,1.5,36.89,-111.1243088,38.3079634
33273,Millard County,Utah,13188.0,1.5,7.58,-113.0861444,39.0364951
33274,Sanpete County,Utah,30939.0,1.5,9.7,-111.5767825,39.3606305
33275,Sevier County,Utah,21620.0,1.5,18.5,-111.7866483,38.7312956
33276,Juab County,Utah,12017.0,1.5,24.96,-112.8342117,39.6949628
33277,Polk County,Oregon,86085.0,3.9,144.04,-123.4599594,44.879673
33278,Marion County,Oregon,347818.0,3.9,127.94,-122.7203248,44.8964425
33279,Yamhill County,Oregon,107100.0,3.9,123.25,-123.2180414,45.2298399
33280,Trinity County,California,12285.0,3.0,8.14,-123.171268,40.6053256
33281,Modoc County,California,8841.0,3.0,11.31,-120.7435998,41.5450487
33282,Shasta County,California,180080.0,3.0,31.1,-121.9979194,40.7965121
33283,Elmore County,Idaho,27511.0,4.6,61.79,-115.5411027,43.3073766
33284,Gem County,Idaho,18112.0,4.6,33.13,-116.3846609,44.0123019
33285,Canyon County,Idaho,229849.0,4.6,23.93,-116.7017144,43.6435692
33286,Valley County,Idaho,11392.0,4.6,61.45,-115.5978843,44.7475094
33287,Ada County,Idaho,481587.0,4.6,66.65,-116.2367421,43.4136539
33288,Boise County,Idaho,7831.0,4.6,12.77,-115.7390188,43.9873519
33289,Owyhee County,Idaho,11823.0,4.6,33.83,-116.1590085,42.4677336
33290,Fresno County,California,999101.0,3.4,62.86,-119.8155355,36.6713502
33291,Kings County,California,152940.0,3.4,33.35,-119.7956342,36.0784807
33292,Madera County,California,157327.0,3.4,56.57,-119.7737991,37.1716264
33293,Linn County,Oregon,129749.0,3.6,137.19,-122.5485977,44.4968904
33294,Benton County,Oregon,93053.0,3.6,236.42,-123.4065679,44.494937
33295,Washington County,Idaho,10194.0,11.6,39.24,-116.7400859,44.3986887
33296,Malheur County,Oregon,30571.0,11.6,58.88,-117.6916892,43.1023481
33297,Adams County,Idaho,4294.0,11.6,0.0,-116.4572399,44.8677448
33298,Payette County,Idaho,23951.0,11.6,45.93,-116.7651123,44.0374651
33299,Bent County,Colorado,5577.0,0.0,17.93,-103.0964287,37.9421152
33300,Otero County,Colorado,18278.0,0.0,21.88,-103.7415268,37.8872079
33301,Crowley County,Colorado,6061.0,0.0,0.0,-103.8263042,38.3394806
33302,Prowers County,Colorado,12172.0,0.0,8.22,-102.4130793,37.9455797
33303,Kiowa County,Colorado,1406.0,0.0,0.0,-102.7628476,38.4411214
33304,Lake County,California,64386.0,4.8,41.93,-122.7776556,39.0505411
33305,Solano County,California,447643.0,4.8,134.48,-121.9163555,38.2218938
33306,Napa County,California,137744.0,4.8,180.04,-122.3218414,38.4898675
33307,Chelan County,Washington,77200.0,4.6,91.97,-120.6276904,47.8012197
33308,Grant County,Washington,97733.0,4.6,38.88,-119.4904332,47.119015
33309,Douglas County,Washington,43429.0,4.6,101.31,-119.6075365,47.7652709
33310,Okanogan County,Washington,42243.0,4.6,68.65,-119.6527477,48.5158513
33311,Kit Carson County,Colorado,7097.0,4.5,0.0,-102.62075,39.3080613
33312,Cheyenne County,Colorado,1831.0,4.5,0.0,-102.6177692,38.8307233
33313,Teller County,Colorado,25388.0,4.5,23.63,-105.1797307,38.889575
33314,Lincoln County,Colorado,5701.0,4.5,17.54,-103.4885462,38.9208296
33315,El Paso County,Colorado,720403.0,4.5,82.18,-104.5253456,38.8287435
33316,Morgan County,Colorado,29068.0,2.4,17.2,-103.8225695,40.2407621
33317,Yuma County,Colorado,10019.0,2.4,0.0,-102.458253,40.0163487
33318,Washington County,Colorado,4908.0,2.4,0.0,-103.1521676,39.9017011
33319,Weld County,Colorado,324492.0,2.4,72.73,-104.4835287,40.5632344
33320,Apache County,Arizona,71887.0,2.1,66.77,-109.4786676,35.214632
33321,McKinley County,New Mexico,71367.0,2.1,51.84,-108.1515609,35.6438394
